Name,API Name,Instance Family,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,Memory Speed,Uses NUMA Architecture,NUMA Node Count,Max NUMA Distance,Cores per NUMA Node (Avg),Threads per NUMA Node (Avg),Memory per NUMA Node (Avg MB),L3 Cache per NUMA Node (Avg MB),L3 Cache Shared,Compute Units (ECU),vCPUs,GiB of Memory per vCPU,GPUs,GPU model,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Physical Processor,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Baseline Bandwidth,EBS Optimized: Baseline Throughput (128K),EBS Optimized: Baseline IOPS (16K),EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,VPC Only,IPv6 Support,Placement Group Support,Linux Virtualization,On EMR,Availability Zones,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Linux Spot Average cost,RHEL On Demand cost,RHEL Reserved cost,RHEL Spot Minimum cost,RHEL Spot Maximum cost,SLES On Demand cost,SLES Reserved cost,SLES Spot Minimum cost,SLES Spot Maximum cost,Windows On Demand cost,Windows Reserved cost,Windows Spot Minimum cost,Windows Spot Average cost,Dedicated Host On Demand,Dedicated Host Reserved,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,Linux Spot Interrupt Frequency,EMR cost,Generation,GPU Architectures,GPU Temp (Avg °C),FFmpeg Used CUDA,FFmpeg Speed,GPU Power Draw (Avg Watts),GPU Power Limit (Watts),GPU Graphics Clock (Avg MHz),GPU SM Clock (Avg MHz),GPU Memory Clock (Avg MHz),GPU Video Clock (Avg MHz)
M5 General Purpose Metal,m5.metal,m5,"1,318,409.668",General purpose,180.0 fps,384 GiB,2666 MT/s,Yes,2,21,24,48,193284 MB,35.0 MB,Yes,345 units,96 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,3.5938 units,Intel Xeon Platinum 8175,3.1 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$4.608 hourly,$2.903 hourly,$1.2888 hourly,$1.5825 hourly,$6.989 hourly,$5.284 hourly,$2.3258 hourly,$2.8445 hourly,$4.708 hourly,$2.936 hourly,$1.3888 hourly,$1.9075 hourly,$9.024 hourly,$7.319 hourly,$5.2566 hourly,$5.2593 hourly,$5.069 hourly,$3.193 hourly,$10.646 hourly,$8.941 hourly,$20.544 hourly,$18.839 hourly,$45.024 hourly,$43.319 hourly,$6.23 hourly,$4.525 hourly,$16.128 hourly,$14.423 hourly,$40.608 hourly,$38.903 hourly,>20%,,current,,,No,5.98x,,,,,,
M6I 24xlarge,m6i.24xlarge,m6i,"1,587,761.009",General purpose,235.0 fps,384 GiB,3200 MT/s,Yes,2,20,24,48,190407 MB,54.0 MB,Yes,0 units,96 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon 8375C (Ice Lake),3.5 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,37.5 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,Yes,,$4.608 hourly,$3.0482 hourly,$1.7527 hourly,$1.8349 hourly,$6.9888 hourly,$4.085 hourly,$2.7895 hourly,$2.9981 hourly,$4.733 hourly,$3.1082 hourly,$1.8777 hourly,$2.0863 hourly,$9.024 hourly,$3.0482 hourly,$5.2572 hourly,$5.2602 hourly,$6.758 hourly,$4.471 hourly,$10.6464 hourly,$9.0866 hourly,$20.544 hourly,$18.9842 hourly,$45.024 hourly,$43.4642 hourly,$6.2304 hourly,$4.6706 hourly,$16.128 hourly,$14.5682 hourly,$40.608 hourly,$39.0482 hourly,>20%,$1.152 hourly,current,,,No,7.84x,,,,,,
R5D 16xlarge Extra Large,r5d.16xlarge,r5d,"919,188.051",Memory optimized,164.0 fps,512 GiB,2933 MT/s,Yes,2,21,16,32,255257 MB,35.0 MB,Yes,256 units,64 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,4.0000 units,Intel Xeon Platinum 8175,3.1 GHz,Yes,Yes,Yes,Yes,2400 GB (4×600 GB NVMe SSD),Yes,Yes,x86_64,20 Gigabit,13600 Mbps,1700 MB/s,60000 IOPS,13600 Mbps,1700 MB/s,60000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,Yes,,$4.608 hourly,$2.903 hourly,$1.961 hourly,$2.0633 hourly,$6.195 hourly,$3.594 hourly,$2.652 hourly,$2.8025 hourly,$4.733 hourly,$2.963 hourly,$2.086 hourly,$2.2365 hourly,$7.552 hourly,$5.847 hourly,$3.7724 hourly,$3.7847 hourly,$6.653 hourly,$4.191 hourly,$8.634 hourly,$6.929 hourly,$15.232 hourly,$13.527 hourly,$31.552 hourly,$29.847 hourly,$5.69 hourly,$3.985 hourly,$12.288 hourly,$10.583 hourly,$28.608 hourly,$26.903 hourly,5-10%,$0.27 hourly,current,,,No,5.45x,,,,,,
G6 Graphics and Machine Learning GPU 12xlarge Extra Large,g6.12xlarge,g6,"1,056,861.342",GPU instance,138.0 fps,192 GiB,3200 MT/s,No,,,,,,,,0 units,48 vCPUs,4.00 GiB/vCPU,4,NVIDIA L4,96 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,3760 GB (4×940 GB NVMe SSD),Yes,Yes,x86_64,40 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$4.6016 hourly,$2.9956 hourly,$2.2469 hourly,$2.3119 hourly,$5.792 hourly,$3.514 hourly,$2.7653 hourly,$2.9295 hourly,$4.7266 hourly,$3.0555 hourly,$2.3719 hourly,$2.5361 hourly,$6.8096 hourly,$5.2036 hourly,$3.0517 hourly,$3.1108 hourly,$14.685 hourly,$9.56 hourly,,,,,,,,,,,,,>20%,$1.1504 hourly,current,"Ada Lovelace, Ada Lovelace, Ada Lovelace, Ada Lovelace",46.0°C,Yes,4.58x,27.0W,27.0W,2040 MHz,2040 MHz,6251 MHz,1770 MHz
G3 Graphics GPU 16xlarge Extra Large,g3.16xlarge,g3,,GPU instance,,488 GiB,,,,,,,,,,201 units,64 vCPUs,7.63 GiB/vCPU,4,NVIDIA Tesla M60,32 GiB,5.2,0,3.1406 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,20 Gigabit,,0 MB/s,0 IOPS,,0 MB/s,0 IOPS,No,,,Yes,Yes,Yes,Yes,Unknown,Yes,,$4.56 hourly,,,,$6.1472 hourly,,,,$4.66 hourly,,,,$7.504 hourly,,,,$5.016 hourly,,,,,,,,,,,,,,,$0.27 hourly,current,,,,,,,,,,
I7I 12xlarge Extra Large,i7i.12xlarge,i7i,"1,053,401.609",Storage optimized,236.0 fps,384 GiB,5600 MT/s,No,,,,,,,,0 units,48 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Emerald Rapids),3.2 GHz,Yes,Yes,Yes,Yes,11250 GB (3×3750 GB NVMe SSD),Yes,Yes,x86_64,Up to 28 Gigabit,15000 Mbps,1875 MB/s,60000 IOPS,15000 Mbps,1875 MB/s,60000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,No,,$4.5302 hourly,,$1.1132 hourly,$1.5023 hourly,$5.7206 hourly,,$1.6316 hourly,$2.2203 hourly,$4.6552 hourly,,$1.2382 hourly,$1.8269 hourly,$6.7382 hourly,,$3.0388 hourly,$3.0917 hourly,$19.933 hourly,,$7.5494 hourly,,$12.4982 hourly,,$24.7382 hourly,,$5.3414 hourly,,$10.2902 hourly,,$22.5302 hourly,,>20%,,current,,,No,7.86x,,,,,,
G6e Graphics and Machine Learning GPU Eight Extra Large,g6e.8xlarge,g6e,"692,715.662",GPU instance,110.0 fps,256 GiB,3200 MT/s,No,,,,,,,,0 units,32 vCPUs,8.00 GiB/vCPU,1,NVIDIA L40S,48 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,,,,,900 GB (2×450 GB NVMe SSD),Yes,Yes,x86_64,25 Gigabit,16000 Mbps,2000 MB/s,64000 IOPS,16000 Mbps,2000 MB/s,64000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,No,,$4.5286 hourly,$2.853 hourly,$1.6252 hourly,$1.8363 hourly,$5.3222 hourly,$3.1986 hourly,$1.9708 hourly,$2.345 hourly,$4.6536 hourly,$2.9129 hourly,$1.7502 hourly,$2.1244 hourly,$6.0006 hourly,$4.325 hourly,$2.3002 hourly,$2.3074 hourly,$33.144 hourly,$9.56 hourly,,,,,,,,,,,,,>20%,,current,Ada Lovelace,34.0°C,Yes,3.65x,78.0W,78.0W,2520 MHz,2520 MHz,9001 MHz,1965 MHz
C8I 24xlarge,c8i.24xlarge,c8i,"2,265,486.726",Compute optimized,309.0 fps,192 GiB,7200 MT/s,Yes,2,15,24,48,95151 MB,480.0 MB,Yes,0 units,96 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Granite Rapids),3.9 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,40 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,1024,16,Yes,Yes,Yes,Yes,Unknown,No,,$4.4981 hourly,,$1.7208 hourly,$1.8902 hourly,$6.8789 hourly,,$2.7576 hourly,$3.1141 hourly,$4.6231 hourly,,$1.8458 hourly,$2.2023 hourly,$8.9141 hourly,,$4.8658 hourly,$4.8658 hourly,$19.792 hourly,,$10.5365 hourly,,$20.4341 hourly,,$44.9141 hourly,,$6.1205 hourly,,$16.0181 hourly,,$40.4981 hourly,,5-10%,,current,,,No,10.30x,,,,,,
R7IZ 12xlarge Extra Large,r7iz.12xlarge,r7iz,,Memory optimized,,384 GiB,,,,,,,,,,0 units,48 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.9 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,25 Gigabit,19000 Mbps,2375 MB/s,76000 IOPS,19000 Mbps,2375 MB/s,76000 IOPS,Yes,240,8,Yes,Yes,Yes,Yes,Unknown,Yes,,$4.464 hourly,$2.8123 hourly,$1.6091 hourly,$1.7223 hourly,$5.6544 hourly,$3.3307 hourly,$2.1275 hourly,$2.3429 hourly,$4.589 hourly,$2.8722 hourly,$1.7341 hourly,$1.9495 hourly,$6.672 hourly,$5.0203 hourly,$3.0224 hourly,$3.0259 hourly,$13.094 hourly,$9.242 hourly,$7.4832 hourly,$5.8315 hourly,$12.432 hourly,$10.7803 hourly,$24.672 hourly,$23.0203 hourly,$5.2752 hourly,$3.6235 hourly,$10.224 hourly,$8.5723 hourly,$22.464 hourly,$20.8123 hourly,5-10%,$1.116 hourly,current,,,,,,,,,,
Z1D 12xlarge Extra Large,z1d.12xlarge,z1d,"902,340.446",Memory optimized,192.0 fps,384 GiB,2666 MT/s,Yes,2,21,12,24,191421 MB,24.0 MB,Yes,235 units,48 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,4.8958 units,Intel Xeon Platinum 8151,4 GHz,Yes,Yes,Yes,Yes,1800 GB (2×900 GB NVMe SSD),Yes,Yes,x86_64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,Yes,,$4.464 hourly,$2.812 hourly,$1.6815 hourly,$1.8396 hourly,$5.654 hourly,$3.331 hourly,$2.1995 hourly,$2.5379 hourly,$4.589 hourly,$2.872 hourly,$1.8065 hourly,$2.1449 hourly,$6.672 hourly,$5.02 hourly,$3.0251 hourly,$3.0263 hourly,$4.91 hourly,$3.094 hourly,$7.483 hourly,$5.832 hourly,$12.432 hourly,$10.78 hourly,$24.672 hourly,$23.02 hourly,$5.275 hourly,$3.624 hourly,$10.224 hourly,$8.572 hourly,$22.464 hourly,$20.812 hourly,>20%,$0.27 hourly,current,,,No,6.38x,,,,,,
Z1D Metal,z1d.metal,z1d,"962,213.09",Memory optimized,187.0 fps,384 GiB,2666 MT/s,Yes,2,21,12,24,193289 MB,24.0 MB,Yes,271 units,48 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,5.6458 units,Intel Xeon Platinum 8151,4 GHz,Yes,Yes,Yes,Yes,1800 GB (2×900 GB NVMe SSD),Yes,Yes,x86_64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$4.464 hourly,$2.812 hourly,$0.9637 hourly,$1.1162 hourly,$5.654 hourly,$4.003 hourly,$1.4817 hourly,$1.9097 hourly,$4.589 hourly,$2.872 hourly,$1.0887 hourly,$1.5167 hourly,$6.672 hourly,$5.02 hourly,$3.0268 hourly,$3.0271 hourly,$4.91 hourly,$3.094 hourly,$7.483 hourly,$5.832 hourly,$12.432 hourly,$10.78 hourly,$24.672 hourly,$23.02 hourly,$5.275 hourly,$3.624 hourly,$10.224 hourly,$8.572 hourly,$22.464 hourly,$20.812 hourly,>20%,,current,,,No,6.23x,,,,,,
M6IN 16xlarge Extra Large,m6in.16xlarge,m6in,"1,090,336.045",General purpose,187.0 fps,256 GiB,3200 MT/s,No,,,,,,,,0 units,64 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon 8375C (Ice Lake),3.5 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,100 Gigabit,50000 Mbps,6250 MB/s,200000 IOPS,50000 Mbps,6250 MB/s,200000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,Yes,,$4.4554 hourly,$2.8069 hourly,$0.9246 hourly,$1.5777 hourly,$6.0426 hourly,$3.4981 hourly,$1.6158 hourly,$2.58 hourly,$4.5804 hourly,$2.8668 hourly,$1.0496 hourly,$2.0138 hourly,$7.3994 hourly,$5.7509 hourly,$3.5749 hourly,$3.7151 hourly,$9.802 hourly,$6.175 hourly,$8.481 hourly,$6.8325 hourly,$15.0794 hourly,$13.4309 hourly,$31.3994 hourly,$29.7509 hourly,$5.537 hourly,$3.8885 hourly,$12.1354 hourly,$10.4869 hourly,$28.4554 hourly,$26.8069 hourly,>20%,$1.1138 hourly,current,,,No,6.23x,,,,,,
R8I 16xlarge Extra Large,r8i.16xlarge,r8i,"1,615,753.598",Memory optimized,283.0 fps,512 GiB,7200 MT/s,No,,,,,,,,0 units,64 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Granite Rapids),3.9 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,30 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,1024,16,Yes,Yes,Yes,Yes,Unknown,No,,$4.4454 hourly,,$1.5979 hourly,$1.8704 hourly,$6.0326 hourly,,$2.2891 hourly,$2.9395 hourly,$4.5704 hourly,,$1.7229 hourly,$2.3733 hourly,$7.3894 hourly,,$3.3885 hourly,$3.3942 hourly,$29.34 hourly,,$8.471 hourly,,$15.0694 hourly,,$31.3894 hourly,,$5.527 hourly,,$12.1254 hourly,,$28.4454 hourly,,<5%,,current,,,No,9.42x,,,,,,
R8GB 12xlarge Extra Large,r8gb.12xlarge,r8gb,,Memory optimized,,384 GiB,,,,,,,,,,0 units,48 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.8 GHz,,,,,EBS only,,,arm64,100 Gigabit,75000 Mbps,9375 MB/s,360000 IOPS,75000 Mbps,9375 MB/s,360000 IOPS,Yes,360,12,Yes,Yes,Yes,Yes,Unknown,No,,$4.3723 hourly,,$0.907 hourly,$1.0967 hourly,$5.5627 hourly,,$1.4254 hourly,$1.7579 hourly,$4.4973 hourly,,$1.032 hourly,$1.3645 hourly,,,,,$19.238 hourly,$8.23 hourly,,,,,,,,,,,,,5-10%,,current,,,,,,,,,,
R8GN 12xlarge Extra Large,r8gn.12xlarge,r8gn,,Compute optimized,,384 GiB,,,,,,,,,,0 units,48 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.8 GHz,,,,,EBS only,,,arm64,150 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,360,12,Yes,Yes,Yes,Yes,Unknown,No,,$4.3723 hourly,,$0.9755 hourly,$1.0896 hourly,$5.5627 hourly,,$1.4939 hourly,$1.6953 hourly,$4.4973 hourly,,$1.1005 hourly,$1.3019 hourly,,,,,$19.238 hourly,$8.23 hourly,,,,,,,,,,,,,5-10%,,current,,,,,,,,,,
R7GD 16xlarge Extra Large,r7gd.16xlarge,r7gd,"1,587,695.361",Memory optimized,242.0 fps,512 GiB,,No,,,,,,,,0 units,64 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,3800 GB (2×1900 GB NVMe SSD),Yes,Yes,arm64,30 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,Yes,,$4.3546 hourly,$2.7367 hourly,$1.0412 hourly,$1.1505 hourly,$5.9418 hourly,$3.4279 hourly,$1.7324 hourly,$1.9109 hourly,$4.4796 hourly,$2.7966 hourly,$1.1662 hourly,$1.3447 hourly,,,,,$11.31 hourly,$9.031 hourly,,,,,,,,,,,,,<5%,$1.0887 hourly,current,,,No,8.05x,,,,,,
R7GD Metal,r7gd.metal,r7gd,"1,648,316.271",Memory optimized,245.0 fps,512 GiB,,No,,,,,,,,0 units,64 vCPUs,8.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,,,,,3800 GB (2×1900 GB NVMe SSD),Yes,Yes,arm64,30 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$4.3546 hourly,$2.7367 hourly,$0.8085 hourly,$0.8772 hourly,$5.9418 hourly,$4.3239 hourly,$1.4997 hourly,$1.6023 hourly,$4.4796 hourly,$2.7966 hourly,$0.9335 hourly,$1.0361 hourly,,,,,$11.31 hourly,$9.031 hourly,,,,,,,,,,,,,<5%,,current,,,No,8.14x,,,,,,
G4DN 16xlarge Extra Large,g4dn.16xlarge,g4dn,"914,808.462",GPU instance,105.0 fps,256 GiB,2933 MT/s,Yes,2,21,16,32,127577 MB,35.0 MB,Yes,0 units,64 vCPUs,4.00 GiB/vCPU,1,NVIDIA T4 Tensor Core,16 GiB,7.5,0,0.0000 units,Intel Xeon Family,2.5 GHz,Yes,Yes,Yes,Yes,900 GB NVMe SSD,Yes,Yes,x86_64,50 Gigabit,9500 Mbps,1187.5 MB/s,40000 IOPS,9500 Mbps,1187.5 MB/s,40000 IOPS,Yes,60,4,Yes,Yes,Yes,Yes,Unknown,Yes,,$4.352 hourly,$2.742 hourly,$1.1304 hourly,$1.2856 hourly,$5.939 hourly,$3.433 hourly,$1.8214 hourly,$2.115 hourly,$4.477 hourly,$2.802 hourly,$1.2554 hourly,$1.549 hourly,$7.296 hourly,$5.686 hourly,$3.7423 hourly,$3.744 hourly,$8.606 hourly,$5.422 hourly,,,,,,,,,,,,,15-20%,$0.27 hourly,current,Turing,34.0°C,Yes,3.51x,0.0W,0.0W,585 MHz,585 MHz,5000 MHz,825 MHz
M5DN 16xlarge Extra Large,m5dn.16xlarge,m5dn,,General purpose,,256 GiB,,,,,,,,,,0 units,64 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,,,,,2400 GB (4×600 GB NVMe SSD),Yes,Yes,x86_64,75 Gigabit,13600 Mbps,1700 MB/s,60000 IOPS,13600 Mbps,1700 MB/s,60000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,Yes,,$4.352 hourly,$2.742 hourly,$1.0339 hourly,$1.2838 hourly,$5.939 hourly,$4.329 hourly,$1.7249 hourly,$2.3515 hourly,,,,,$7.296 hourly,$5.686 hourly,$3.7382 hourly,$3.7409 hourly,$7.181 hourly,$3.759 hourly,$8.378 hourly,$6.767 hourly,$14.976 hourly,$13.366 hourly,$31.296 hourly,$29.686 hourly,$5.434 hourly,$3.823 hourly,$12.032 hourly,$10.422 hourly,$28.352 hourly,$26.742 hourly,5-10%,$0.27 hourly,current,,,,,,,,,,
M8G 24xlarge,m8g.24xlarge,m8g,"2,983,682.984",General purpose,297.0 fps,384 GiB,,No,,,,,,,,0 units,96 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,,,,,EBS only,,,arm64,40 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$4.3085 hourly,$2.8501 hourly,$1.1839 hourly,$1.2901 hourly,$6.6893 hourly,$3.8869 hourly,$2.2207 hourly,$2.5079 hourly,$4.4335 hourly,$2.91 hourly,$1.3089 hourly,$1.5961 hourly,,,,,$9.479 hourly,$6.27 hourly,,,,,,,,,,,,,<5%,,current,,,No,9.88x,,,,,,
M8G Metal-24xl,m8g.metal-24xl,m8g,"2,892,873.286",General purpose,299.0 fps,384 GiB,,No,,,,,,,,0 units,96 vCPUs,4.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,,,,,EBS only,,,arm64,40 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$4.3085 hourly,$2.8501 hourly,$0.9755 hourly,$1.1674 hourly,$6.6893 hourly,$5.2309 hourly,$2.0123 hourly,$2.3178 hourly,$4.4335 hourly,$2.91 hourly,$1.1005 hourly,$1.406 hourly,,,,,$9.479 hourly,$6.27 hourly,,,,,,,,,,,,,<5%,,current,,,No,9.95x,,,,,,
C7I 24xlarge,c7i.24xlarge,c7i,"1,984,974.843",Compute optimized,251.0 fps,192 GiB,4800 MT/s,No,,,,,,,,0 units,96 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,37.5 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,Yes,,$4.284 hourly,$2.8339 hourly,$1.5133 hourly,$1.6041 hourly,$6.6648 hourly,$3.8707 hourly,$2.5501 hourly,$2.8326 hourly,$4.409 hourly,$2.8938 hourly,$1.6383 hourly,$1.9208 hourly,$8.70 hourly,$7.2499 hourly,$5.2014 hourly,$5.2016 hourly,$9.425 hourly,$6.235 hourly,$10.3224 hourly,$8.8723 hourly,$20.22 hourly,$18.7699 hourly,$44.70 hourly,$43.2499 hourly,$5.9064 hourly,$4.4563 hourly,$15.804 hourly,$14.3539 hourly,$40.284 hourly,$38.8339 hourly,15-20%,$1.071 hourly,current,,,No,8.37x,,,,,,
C7I Metal-24xl,c7i.metal-24xl,c7i,"2,007,248.397",Compute optimized,278.0 fps,192 GiB,4800 MT/s,No,,,,,,,,0 units,96 vCPUs,2.00 GiB/vCPU,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,,,x86_64,37.5 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,30000 Mbps,3750 MB/s,120000 IOPS,Yes,750,15,Yes,Yes,Yes,Yes,Unknown,No,,$4.284 hourly,$2.8339 hourly,$0.9705 hourly,$1.3603 hourly,$6.6648 hourly,$3.8707 hourly,$2.0073 hourly,$2.6965 hourly,$4.409 hourly,$2.8938 hourly,$1.0955 hourly,$1.7847 hourly,$8.70 hourly,$7.2499 hourly,$5.2024 hourly,$5.2034 hourly,$9.425 hourly,$6.235 hourly,$10.3224 hourly,$8.8723 hourly,$20.22 hourly,$18.7699 hourly,$44.70 hourly,$43.2499 hourly,$5.9064 hourly,$4.4563 hourly,$15.804 hourly,$14.3539 hourly,$40.284 hourly,$38.8339 hourly,15-20%,,current,,,No,9.25x,,,,,,
R4 High-Memory 16xlarge Extra Large,r4.16xlarge,r4,"1,122,216.377",Memory optimized,213.0 fps,488 GiB,,Yes,2,21,16,32,245877 MB,45.0 MB,Yes,201 units,64 vCPUs,7.63 GiB/vCPU,0,,0 GiB,0,0,3.1406 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,,Yes,EBS only,,,x86_64,25 Gigabit,14000 Mbps,1750 MB/s,75000 IOPS,14000 Mbps,1750 MB/s,75000 IOPS,No,750,15,Yes,Yes,Yes,Yes,Unknown,Yes,,$4.256 hourly,$2.688 hourly,$1.573 hourly,$1.626 hourly,$5.8432 hourly,$4.2752 hourly,$2.2642 hourly,$2.3884 hourly,$4.356 hourly,$2.721 hourly,$1.673 hourly,$1.7972 hourly,$7.20 hourly,$5.632 hourly,$3.7207 hourly,$3.7222 hourly,$4.682 hourly,,$8.327 hourly,$6.759 hourly,$14.88 hourly,$13.312 hourly,$31.20 hourly,$29.632 hourly,$5.3376 hourly,$3.7696 hourly,$11.936 hourly,$10.368 hourly,$28.256 hourly,$26.688 hourly,<5%,$0.27 hourly,current,,,No,7.08x,,,,,,
